Nman_b,lman_b,lmanS_b,lamml_b,Nman_o,lman_o,lmanS_o,lamml_o,Nman_p,lman_p,lmanS_p,lamml_p
271391.8920366358,104.78641880422563,104.78641880422563,106.35553734003332,264252.576164901,104.78641880422563,104.78641880422563,106.35553734003332,202917.98027587312,109.88691030993868,109.88691030993868,113.12810897301783
301615.0989929459,106.68701254175939,111.79349977172471,108.87919750459419,353527.9096564111,108.01141487679122,113.18129354916412,110.63777502106457,210669.86254051246,103.82020472217417,114.08481524665025,105.07257194813683
309408.7691306144,102.58397877416965,114.68222007672748,102.8826066479261,363069.8850806697,102.6990727361617,116.23613898578475,103.01100190538367,213926.78444188827,101.54598377864774,115.84854798426372,101.72465159639245
313807.0868149259,101.42152328024511,116.31245453342011,101.5858073211662,370967.43087293574,102.17521367560167,118.76452337699492,102.4266009708087,209993.46252555994,98.16137005630692,113.7185218916914,97.94888141042537
316043.74995278585,100.71275099634032,117.14147271197493,100.79512292473329,393216.53632824094,105.99758997789917,125.88753252835326,106.69072552555414,207167.80120244916,98.65440509950787,112.18833126020176,98.49889602641161
315102.7660249423,99.70226149766158,116.79269744550513,99.6678521531354,400360.80305143585,101.8168785041205,128.1747560462286,102.02685335762277,205966.92435761035,99.42033615365484,111.53801606406843,99.35334497568623
315210.2204493275,100.03410139039424,116.83252537921297,100.03804245438724,405524.4743610959,101.28975445905395,129.82789567771636,101.43881010750793,231598.54915188326,98.07102263282836,109.38647297840029,97.84809262448577
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
